Chrm	SV_start	SV_end	ID	size	strand	type	ref_gap_size	query_gap_size	query_Chrm	query_strand	method	query_SV_start	query_SV_end
Chromosome14_Phase0	6040780	6041668	Assemblytics_b_663	481	+	Repeat_expansion	888	1369	000025F_002	+	between_alignments	42869	44238
Chromosome14_Phase0	6034535	6034554	Assemblytics_b_664	94	+	Insertion	-19	75	000025F_002	+	between_alignments	50502	50577
Chromosome14_Phase0	6022029	6025502	Assemblytics_b_665	987	+	Repeat_expansion	3473	4460	000025F_002	+	between_alignments	59629	64089
Chromosome14_Phase0	6005387	6009110	Assemblytics_b_666	615	+	Repeat_contraction	3723	3108	000025F_002	+	between_alignments	77060	80168
Chromosome14_Phase0	5967237	5977445	Assemblytics_b_667	5324	+	Repeat_contraction	10208	4884	000025F_002	+	between_alignments	108008	112892
Chromosome14_Phase0	5964917	5965930	Assemblytics_b_668	199	+	Repeat_contraction	1013	814	000025F_002	+	between_alignments	114194	115008
Chromosome14_Phase0	5955261	5956246	Assemblytics_b_669	7842	+	Repeat_expansion	985	8827	000025F_002	+	between_alignments	123624	132451
Chromosome13_Phase0	18026341	18039852	Assemblytics_b_672	4257	+	Repeat_contraction	13511	9254	000025F_006	+	between_alignments	52496	61750
Chromosome13_Phase0	17899740	17899741	Assemblytics_b_673	254	+	Insertion	1	255	000025F_007	+	between_alignments	8551	8806
Scaffold2916_Phase0	NA	NA	Assemblytics_b_674	189	+	Deletion	199	10	000025F_015	+	between_alignments	1361	1371
Chromosome14_Phase0	6097004	6097039	Assemblytics_b_675	120	+	Insertion	35	155	000025F_017	+	between_alignments	1419	1574
Chromosome14_Phase0	5936645	5939181	Assemblytics_b_676	388	+	Repeat_expansion	2536	2924	000025F_038	+	between_alignments	3537	6461
Chromosome14_Phase0	5927672	5928520	Assemblytics_b_677	157	+	Repeat_contraction	848	691	000025F_038	+	between_alignments	14567	15258
Chromosome14_Phase0	5922469	5922475	Assemblytics_b_678	574	+	Insertion	6	580	000025F_038	+	between_alignments	20452	21032
Chromosome14_Phase0	5909630	5913432	Assemblytics_b_679	371	+	Repeat_expansion	3802	4173	000025F_038	+	between_alignments	30093	34266
Chromosome14_Phase0	6190983	6196999	Assemblytics_b_681	5464	+	Repeat_contraction	6016	552	000025F_040	+	between_alignments	9083	9635
Chromosome14_Phase0	6164294	6179585	Assemblytics_b_682	5659	+	Repeat_contraction	15291	9632	000025F_040	+	between_alignments	21084	30716
Chromosome14_Phase0	6144780	6144885	Assemblytics_b_683	72	+	Repeat_expansion	105	177	000025F_040	+	between_alignments	50219	50396
Chromosome14_Phase0	6142536	6142537	Assemblytics_b_684	113	+	Insertion	0	113	000025F_040	+	between_alignments	52645	52758
Chromosome14_Phase0	6137838	6137839	Assemblytics_b_685	105	+	Insertion	0	105	000025F_040	+	between_alignments	57458	57563
Chromosome14_Phase0	6118314	6132201	Assemblytics_b_686	1435	+	Repeat_expansion	13887	15322	000025F_040	+	between_alignments	63146	78468
Chromosome16_Phase0	22532328	22534322	Assemblytics_b_687	806	+	Repeat_expansion	1994	2800	000025F_043	+	between_alignments	2189	4989
Chromosome16_Phase0	22541244	22565556	Assemblytics_b_688	7276	+	Repeat_contraction	24312	17036	000025F_043	+	between_alignments	11998	29034
Chromosome16_Phase0	22582261	22585122	Assemblytics_b_691	808	+	Repeat_contraction	2861	2053	000025F_043	+	between_alignments	47376	49429
Chromosome16_Phase0	22612341	22618994	Assemblytics_b_692	4736	+	Repeat_expansion	6653	11389	000025F_043	+	between_alignments	76530	87919
Chromosome16_Phase0	22636346	22640911	Assemblytics_b_694	1050	+	Repeat_contraction	4565	3515	000025F_043	+	between_alignments	116391	119906
Chromosome02_Phase0	7839839	7842088	Assemblytics_b_695	732	+	Repeat_contraction	2249	1517	000026F_001	+	between_alignments	1614	3131
Chromosome02_Phase0	7808571	7809866	Assemblytics_b_697	2807	+	Repeat_expansion	1295	4102	000026F_001	+	between_alignments	19828	23930
Chromosome02_Phase0	7791232	7792340	Assemblytics_b_699	189	+	Repeat_contraction	1108	919	000026F_001	+	between_alignments	40097	41016
Chromosome02_Phase0	8463791	8472785	Assemblytics_b_700	2678	+	Repeat_contraction	8994	6316	000026F_002	+	between_alignments	4534	10850
Chromosome02_Phase0	8496831	8498318	Assemblytics_b_702	657	+	Repeat_contraction	1487	830	000026F_002	+	between_alignments	34838	35668
Chromosome02_Phase0	8500013	8500319	Assemblytics_b_703	293	+	Deletion	306	13	000026F_002	+	between_alignments	37400	37413
Chromosome02_Phase0	8508605	8508611	Assemblytics_b_704	3264	+	Insertion	-6	3258	000026F_002	+	between_alignments	45751	49009
Chromosome02_Phase0	7562066	7562281	Assemblytics_b_705	224	+	Repeat_expansion	215	439	000026F_003	+	between_alignments	20840	21279
Chromosome02_Phase0	7611117	7612227	Assemblytics_b_706	1119	+	Deletion	1110	-9	000026F_003	-	between_alignments	70063	70072
Chromosome02_Phase0	7622804	7623741	Assemblytics_b_707	2470	+	Repeat_expansion	937	3407	000026F_003	+	between_alignments	80667	84074
Chromosome02_Phase0	7627206	7627627	Assemblytics_b_708	421	+	Deletion	421	0	000026F_003	+	between_alignments	87526	87526
Chromosome02_Phase0	7633417	7637421	Assemblytics_b_709	3978	+	Deletion	4004	26	000026F_003	+	between_alignments	93382	93408
Chromosome02_Phase0	7642386	7642420	Assemblytics_b_710	344	+	Insertion	34	378	000026F_003	+	between_alignments	98333	98711
Chromosome02_Phase0	7662789	7665267	Assemblytics_b_711	217	+	Repeat_contraction	2478	2261	000026F_003	+	between_alignments	119067	121328
Chromosome02_Phase0	7675406	7675542	Assemblytics_b_712	269	+	Tandem_expansion	-136	133	000026F_003	+	between_alignments	131632	131765
Chromosome02_Phase0	7688676	7695961	Assemblytics_b_713	6857	+	Repeat_contraction	7285	428	000026F_003	+	between_alignments	145067	145495
Chromosome02_Phase0	7705372	7706621	Assemblytics_b_714	107	+	Repeat_expansion	1249	1356	000026F_003	+	between_alignments	154892	156248
Chromosome02_Phase0	7710035	7713332	Assemblytics_b_715	1674	+	Repeat_expansion	3297	4971	000026F_003	+	between_alignments	159675	164646
Chromosome02_Phase0	7715004	7715029	Assemblytics_b_716	97	+	Insertion	25	122	000026F_003	+	between_alignments	166339	166461
Chromosome02_Phase0	7723970	7723974	Assemblytics_b_717	4713	+	Insertion	-4	4709	000026F_003	+	between_alignments	175470	180179
Chromosome02_Phase0	7748599	7750020	Assemblytics_b_718	729	+	Repeat_expansion	1421	2150	000026F_003	+	between_alignments	204920	207070
Chromosome02_Phase0	7927190	7927198	Assemblytics_b_720	1565	+	Insertion	-8	1557	000026F_004	+	between_alignments	72373	73930
Chromosome02_Phase0	7935796	7937843	Assemblytics_b_721	692	+	Repeat_contraction	2047	1355	000026F_004	+	between_alignments	82522	83877
Chromosome02_Phase0	7947598	7951093	Assemblytics_b_722	217	+	Repeat_expansion	3495	3712	000026F_004	+	between_alignments	93623	97335
Chromosome02_Phase0	7953387	7953962	Assemblytics_b_723	251	+	Repeat_contraction	575	324	000026F_004	+	between_alignments	99560	99884
Chromosome02_Phase0	7977191	7983161	Assemblytics_b_724	5337	+	Repeat_contraction	5970	633	000026F_004	+	between_alignments	123117	123750
Chromosome02_Phase0	7989027	7989032	Assemblytics_b_725	4597	+	Insertion	-5	4592	000026F_004	+	between_alignments	129619	134211
Chromosome02_Phase0	7990435	7990470	Assemblytics_b_726	1546	+	Insertion	35	1581	000026F_004	+	between_alignments	135621	137202
Chromosome02_Phase0	8017118	8017774	Assemblytics_b_727	93	+	Repeat_contraction	656	563	000026F_004	+	between_alignments	163841	164404
Chromosome02_Phase0	8034504	8043115	Assemblytics_b_728	449	+	Repeat_contraction	8611	8162	000026F_004	+	between_alignments	181119	189281
Chromosome02_Phase0	8046026	8046027	Assemblytics_b_729	443	+	Insertion	-1	442	000026F_004	+	between_alignments	192258	192700
Chromosome02_Phase0	8123837	8126914	Assemblytics_b_731	445	+	Repeat_contraction	3077	2632	000026F_005	+	between_alignments	15773	18405
Chromosome02_Phase0	8148835	8148968	Assemblytics_b_732	133	+	Deletion	133	0	000026F_005	+	between_alignments	40269	40269
Chromosome02_Phase0	8228589	8228894	Assemblytics_b_733	1241	+	Repeat_expansion	305	1546	000026F_006	+	between_alignments	43503	45049
Chromosome02_Phase0	8236715	8264251	Assemblytics_b_734	1031	+	Repeat_expansion	27536	28567	000026F_006	+	between_alignments	52814	81381
Chromosome02_Phase0	8269440	8270523	Assemblytics_b_735	792	+	Repeat_expansion	1083	1875	000026F_006	+	between_alignments	86557	88432
Chromosome02_Phase0	8298604	8299351	Assemblytics_b_740	530	+	Repeat_contraction	747	217	000026F_006	+	between_alignments	127550	127767
Chromosome02_Phase0	8302587	8312438	Assemblytics_b_741	7393	+	Repeat_expansion	9851	17244	000026F_006	+	between_alignments	131030	148274
Chromosome02_Phase0	8350569	8350693	Assemblytics_b_742	124	+	Deletion	124	0	000026F_006	+	between_alignments	186279	186279
Chromosome02_Phase0	8399709	8400715	Assemblytics_b_743	1040	+	Repeat_expansion	1006	2046	000026F_006	+	between_alignments	235355	237401
Chromosome02_Phase0	8408260	8408262	Assemblytics_b_744	809	+	Insertion	2	811	000026F_006	+	between_alignments	245000	245811
Chromosome02_Phase0	8422293	8422297	Assemblytics_b_747	5112	+	Insertion	-4	5108	000026F_006	+	between_alignments	259941	265049
Chromosome02_Phase0	8531788	8532521	Assemblytics_b_748	730	+	Deletion	733	3	000026F_007	+	between_alignments	16633	16636
Chromosome02_Phase0	8550265	8550373	Assemblytics_b_749	108	+	Deletion	108	0	000026F_007	+	between_alignments	34273	34273
Chromosome02_Phase0	8562226	8566103	Assemblytics_b_751	216	+	Repeat_contraction	3877	3661	000026F_007	+	between_alignments	46077	49738
Chromosome02_Phase0	8605379	8612608	Assemblytics_b_753	334	+	Repeat_contraction	7229	6895	000026F_016	+	between_alignments	7277	14172
Chromosome02_Phase0	667185	670280	Assemblytics_b_755	8154	+	Repeat_expansion	3095	11249	000033F_001	+	between_alignments	16115	27364
Chromosome02_Phase0	651771	652501	Assemblytics_b_756	103	+	Repeat_expansion	730	833	000033F_001	+	between_alignments	42065	42898
Chromosome02_Phase0	642680	642681	Assemblytics_b_757	101	+	Insertion	0	101	000033F_001	+	between_alignments	51969	52070
Chromosome02_Phase0	634598	636150	Assemblytics_b_758	152	+	Repeat_expansion	1552	1704	000033F_001	+	between_alignments	58574	60278
Chromosome02_Phase0	617328	621557	Assemblytics_b_759	4324	+	Repeat_expansion	4229	8553	000033F_001	+	between_alignments	73160	81713
Chromosome02_Phase0	596521	600292	Assemblytics_b_760	354	+	Repeat_expansion	3771	4125	000033F_001	+	between_alignments	98803	102928
Chromosome02_Phase0	762161	782553	Assemblytics_b_761	5243	+	Repeat_contraction	20392	15149	000033F_002	+	between_alignments	32919	48068
Chromosome02_Phase0	819268	823205	Assemblytics_b_763	2378	+	Repeat_contraction	3937	1559	000033F_002	+	between_alignments	84765	86324
Chromosome02_Phase0	862963	864954	Assemblytics_b_764	1946	+	Deletion	1991	45	000033F_002	+	between_alignments	126053	126098
Chromosome02_Phase0	876567	876572	Assemblytics_b_766	3823	+	Insertion	-5	3818	000033F_002	+	between_alignments	137702	141520
Chromosome02_Phase0	886594	891561	Assemblytics_b_767	1503	+	Repeat_expansion	4967	6470	000033F_002	+	between_alignments	151529	157999
Chromosome02_Phase0	893188	893290	Assemblytics_b_768	101	+	Deletion	102	1	000033F_002	+	between_alignments	159624	159625
Chromosome02_Phase0	912431	912540	Assemblytics_b_769	392	+	Repeat_expansion	109	501	000033F_002	+	between_alignments	178721	179222
Chromosome02_Phase0	944489	951967	Assemblytics_b_770	7679	+	Repeat_expansion	7478	15157	000033F_002	+	between_alignments	211124	226281
Chromosome02_Phase0	1003818	1003819	Assemblytics_b_771	162	+	Insertion	0	162	000033F_003	+	between_alignments	6943	7105
Chromosome02_Phase0	1013815	1014026	Assemblytics_b_772	102	+	Repeat_expansion	211	313	000033F_003	+	between_alignments	17122	17435
Chromosome02_Phase0	1028484	1028963	Assemblytics_b_773	479	+	Deletion	479	0	000033F_003	+	between_alignments	31940	31940
Chromosome02_Phase0	1114545	1116256	Assemblytics_b_775	71	+	Repeat_expansion	1711	1782	000033F_004	+	between_alignments	13022	14804
Chromosome02_Phase0	1129407	1136043	Assemblytics_b_776	4542	+	Repeat_contraction	6636	2094	000033F_004	+	between_alignments	27913	30007
Chromosome02_Phase0	1140037	1140039	Assemblytics_b_777	89	+	Insertion	2	91	000033F_004	+	between_alignments	33977	34068
Chromosome02_Phase0	1164878	1166802	Assemblytics_b_779	280	+	Repeat_expansion	1924	2204	000033F_004	+	between_alignments	58770	60974
Chromosome02_Phase0	1203307	1235503	Assemblytics_b_780	8239	+	Repeat_contraction	32196	23957	000033F_005	+	between_alignments	9951	33908
Chromosome02_Phase0	1246574	1246575	Assemblytics_b_781	104	+	Insertion	0	104	000033F_005	+	between_alignments	45000	45104
Chromosome02_Phase0	1555278	1557433	Assemblytics_b_782	241	+	Repeat_expansion	2155	2396	000033F_006	+	between_alignments	21562	23958
Chromosome02_Phase0	1563952	1565776	Assemblytics_b_783	291	+	Repeat_contraction	1824	1533	000033F_006	+	between_alignments	30507	32040
Chromosome02_Phase0	1571913	1572319	Assemblytics_b_784	162	+	Repeat_contraction	406	244	000033F_006	+	between_alignments	38194	38438
Chromosome02_Phase0	1582008	1584679	Assemblytics_b_785	1039	+	Repeat_expansion	2671	3710	000033F_006	+	between_alignments	48089	51799
Chromosome02_Phase0	1600743	1601299	Assemblytics_b_786	264	+	Repeat_contraction	556	292	000033F_006	+	between_alignments	67882	68174
Chromosome02_Phase0	1618239	1620808	Assemblytics_b_787	365	+	Repeat_expansion	2569	2934	000033F_006	+	between_alignments	85043	87977
Chromosome02_Phase0	697020	699997	Assemblytics_b_789	311	+	Repeat_expansion	2977	3288	000033F_017	+	between_alignments	9985	13273
Chromosome02_Phase0	702910	703049	Assemblytics_b_790	138	+	Deletion	139	1	000033F_017	+	between_alignments	16187	16188
Chromosome02_Phase0	711390	712514	Assemblytics_b_793	1070	+	Repeat_contraction	1124	54	000033F_017	+	between_alignments	25437	25491
Chromosome02_Phase0	717285	717296	Assemblytics_b_794	681	+	Insertion	-11	670	000033F_017	+	between_alignments	30260	30930
Chromosome11_Phase0	28447288	28447895	Assemblytics_b_796	396	+	Repeat_contraction	607	211	000037F_001	+	between_alignments	37614	37825
Chromosome11_Phase0	29344299	29345543	Assemblytics_b_799	555	+	Repeat_expansion	1244	1799	000037F_002	+	between_alignments	52015	53814
Chromosome11_Phase0	29320860	29327046	Assemblytics_b_800	411	+	Repeat_expansion	6186	6597	000037F_002	+	between_alignments	71047	77644
Chromosome11_Phase0	29303304	29305038	Assemblytics_b_801	110	+	Repeat_contraction	1734	1624	000037F_002	+	between_alignments	93402	95026
Chromosome11_Phase0	29296067	29300038	Assemblytics_b_802	782	+	Repeat_expansion	3971	4753	000037F_002	+	between_alignments	98305	103058
Chromosome11_Phase0	29287645	29287936	Assemblytics_b_803	58	+	Repeat_expansion	291	349	000037F_002	+	between_alignments	111204	111553
Chromosome11_Phase0	28943552	28943556	Assemblytics_b_804	474	+	Insertion	-4	470	000037F_003	+	between_alignments	24726	25196
Chromosome11_Phase0	28938378	28941305	Assemblytics_b_805	185	+	Repeat_expansion	2927	3112	000037F_003	+	between_alignments	27451	30563
Chromosome11_Phase0	28935107	28937335	Assemblytics_b_806	625	+	Repeat_expansion	2228	2853	000037F_003	+	between_alignments	31603	34456
Chromosome11_Phase0	28916207	28916632	Assemblytics_b_807	400	+	Deletion	425	25	000037F_003	+	between_alignments	52833	52858
Chromosome11_Phase0	28856809	28870026	Assemblytics_b_811	2861	+	Repeat_contraction	13217	10356	000037F_003	+	between_alignments	99302	109658
Chromosome11_Phase0	28847849	28850579	Assemblytics_b_812	596	+	Repeat_expansion	2730	3326	000037F_003	+	between_alignments	115861	119187
Chromosome11_Phase0	28828019	28832720	Assemblytics_b_813	74	+	Repeat_contraction	4701	4627	000037F_003	+	between_alignments	134208	138835
Chromosome11_Phase0	28743963	28744649	Assemblytics_b_814	352	+	Repeat_expansion	686	1038	000037F_004	+	between_alignments	3938	4976
Chromosome11_Phase0	28725416	28740955	Assemblytics_b_815	5288	+	Repeat_contraction	15539	10251	000037F_004	+	between_alignments	7978	18229
Chromosome11_Phase0	28718293	28723444	Assemblytics_b_816	1533	+	Repeat_contraction	5151	3618	000037F_004	+	between_alignments	20223	23841
Chromosome11_Phase0	28707843	28716276	Assemblytics_b_817	1017	+	Repeat_expansion	8433	9450	000037F_004	+	between_alignments	25838	35288
Chromosome11_Phase0	28699106	28700042	Assemblytics_b_818	171	+	Repeat_contraction	936	765	000037F_004	+	between_alignments	43062	43827
Chromosome11_Phase0	28682416	28682604	Assemblytics_b_819	141	+	Deletion	188	47	000037F_004	+	between_alignments	60293	60340
Chromosome11_Phase0	28679326	28679426	Assemblytics_b_820	100	+	Deletion	100	0	000037F_004	+	between_alignments	63258	63258
Chromosome11_Phase0	28669009	28673968	Assemblytics_b_821	756	+	Repeat_expansion	4959	5715	000037F_004	+	between_alignments	68656	74371
Chromosome11_Phase0	28661880	28661992	Assemblytics_b_822	112	+	Deletion	112	0	000037F_004	+	between_alignments	81356	81356
Chromosome11_Phase0	28647436	28650566	Assemblytics_b_823	1657	+	Repeat_contraction	3130	1473	000037F_004	+	between_alignments	92728	94201
Chromosome11_Phase0	28635113	28641378	Assemblytics_b_824	117	+	Repeat_expansion	6265	6382	000037F_004	+	between_alignments	100284	106666
Chromosome11_Phase0	28622760	28626045	Assemblytics_b_825	137	+	Repeat_expansion	3285	3422	000037F_004	+	between_alignments	115752	119174
Chromosome11_Phase0	28603485	28604419	Assemblytics_b_826	300	+	Repeat_expansion	934	1234	000037F_004	+	between_alignments	137583	138817
Chromosome11_Phase0	28596692	28599511	Assemblytics_b_827	5384	+	Repeat_expansion	2819	8203	000037F_004	+	between_alignments	142804	151007
Chromosome11_Phase0	28588630	28593607	Assemblytics_b_828	4974	+	Deletion	4977	3	000037F_004	+	between_alignments	154093	154096
Chromosome11_Phase0	28583443	28586671	Assemblytics_b_829	3069	+	Repeat_expansion	3228	6297	000037F_004	+	between_alignments	156067	162364
Chromosome11_Phase0	28560963	28560966	Assemblytics_b_831	135	+	Insertion	3	138	000037F_004	+	between_alignments	174441	174579
Chromosome11_Phase0	28556125	28556708	Assemblytics_b_832	144	+	Repeat_expansion	583	727	000037F_004	+	between_alignments	178826	179553
Chromosome11_Phase0	28545534	28548928	Assemblytics_b_833	364	+	Repeat_expansion	3394	3758	000037F_004	+	between_alignments	186721	190479
Chromosome11_Phase0	29400111	29413833	Assemblytics_b_834	9334	+	Repeat_contraction	13722	4388	000037F_008	+	between_alignments	2279	6667
Chromosome11_Phase0	29395935	29397768	Assemblytics_b_835	943	+	Repeat_contraction	1833	890	000037F_008	+	between_alignments	8993	9883
Chromosome13_Phase0	28802768	28810882	Assemblytics_b_836	1359	+	Repeat_expansion	8114	9473	000037F_009	+	between_alignments	8663	18136
Chromosome11_Phase0	28503519	28506725	Assemblytics_b_839	693	+	Repeat_contraction	3206	2513	000037F_009	+	between_alignments	82006	84519
Chromosome11_Phase0	28509795	28513426	Assemblytics_b_840	96	+	Repeat_contraction	3631	3535	000037F_009	+	between_alignments	87574	91109
Chromosome05_Phase0	1499154	1499251	Assemblytics_b_841	247	+	Repeat_expansion	97	344	000038F_020	+	between_alignments	4524	4868
Chromosome13_Phase0	10408558	10414061	Assemblytics_b_842	4448	+	Repeat_contraction	5503	1055	000039F_001	+	between_alignments	30273	31328
Chromosome13_Phase0	10404835	10405755	Assemblytics_b_843	127	+	Repeat_contraction	920	793	000039F_001	+	between_alignments	34139	34932
Chromosome13_Phase0	10381644	10401161	Assemblytics_b_844	7461	+	Repeat_expansion	19517	26978	000039F_001	+	between_alignments	38594	65572
Chromosome13_Phase0	10362281	10377647	Assemblytics_b_845	5997	+	Repeat_contraction	15366	9369	000039F_001	+	between_alignments	69606	78975
Chromosome13_Phase0	9974842	9974843	Assemblytics_b_848	9538	+	Insertion	0	9538	000039F_007	+	between_alignments	18949	28487
Chromosome18_Phase0	9447558	9451993	Assemblytics_b_852	116	+	Repeat_expansion	4435	4551	000042F_001	+	between_alignments	12935	17486
Chromosome18_Phase0	9460200	9462392	Assemblytics_b_853	1129	+	Repeat_expansion	2192	3321	000042F_001	+	between_alignments	25670	28991
Chromosome18_Phase0	9468179	9471360	Assemblytics_b_854	486	+	Repeat_expansion	3181	3667	000042F_001	+	between_alignments	34780	38447
Chromosome18_Phase0	9474170	9474448	Assemblytics_b_855	674	+	Tandem_expansion	-278	396	000042F_001	+	between_alignments	41545	41941
Chromosome18_Phase0	9496737	9497548	Assemblytics_b_857	139	+	Repeat_contraction	811	672	000042F_001	+	between_alignments	75708	76380
Chromosome18_Phase0	9508824	9510369	Assemblytics_b_858	667	+	Repeat_contraction	1545	878	000042F_001	+	between_alignments	87518	88396
Chromosome18_Phase0	8685273	8685406	Assemblytics_b_859	133	+	Deletion	133	0	000042F_002	+	between_alignments	19489	19489
Chromosome18_Phase0	8687792	8689301	Assemblytics_b_860	829	+	Repeat_expansion	1509	2338	000042F_002	+	between_alignments	21847	24185
Chromosome18_Phase0	8694090	8712803	Assemblytics_b_861	929	+	Repeat_contraction	18713	17784	000042F_002	+	between_alignments	28978	46762
Chromosome18_Phase0	8723941	8727122	Assemblytics_b_862	792	+	Repeat_expansion	3181	3973	000042F_002	+	between_alignments	57936	61909
Chromosome18_Phase0	9063205	9063208	Assemblytics_b_864	164	+	Insertion	3	167	000042F_012	+	between_alignments	4166	4333
Chromosome18_Phase0	9066028	9070717	Assemblytics_b_865	2112	+	Repeat_contraction	4689	2577	000042F_012	+	between_alignments	7148	9725
Chromosome18_Phase0	9075920	9075936	Assemblytics_b_866	120	+	Insertion	-16	104	000042F_012	+	between_alignments	14929	15033
Chromosome18_Phase0	9081266	9081293	Assemblytics_b_867	74	+	Insertion	-27	47	000042F_012	+	between_alignments	20423	20470
Chromosome18_Phase0	9082281	9082289	Assemblytics_b_868	1013	+	Insertion	-8	1005	000042F_012	+	between_alignments	21492	22497
Chromosome18_Phase0	9092280	9092291	Assemblytics_b_869	97	+	Insertion	11	108	000042F_012	+	between_alignments	32580	32688
Chromosome18_Phase0	9095869	9098063	Assemblytics_b_870	5322	+	Repeat_expansion	2194	7516	000042F_012	+	between_alignments	36285	43801
Chromosome18_Phase0	9114308	9114313	Assemblytics_b_871	1900	+	Insertion	-5	1895	000042F_012	+	between_alignments	59936	61831
Chromosome18_Phase0	9123949	9130368	Assemblytics_b_872	178	+	Repeat_expansion	6419	6597	000042F_012	+	between_alignments	71435	78032
Chromosome18_Phase0	9132024	9137243	Assemblytics_b_873	3114	+	Repeat_expansion	5219	8333	000042F_012	+	between_alignments	79698	88031
Chromosome18_Phase0	9147465	9155539	Assemblytics_b_874	2823	+	Repeat_contraction	8074	5251	000042F_012	+	between_alignments	98334	103585
Chromosome18_Phase0	9159652	9164227	Assemblytics_b_875	102	+	Repeat_expansion	4575	4677	000042F_012	+	between_alignments	107714	112391
Chromosome18_Phase0	9175932	9176441	Assemblytics_b_876	519	+	Repeat_expansion	509	1028	000042F_012	+	between_alignments	124055	125083
Chromosome18_Phase0	9184365	9224586	Assemblytics_b_877	2371	+	Repeat_contraction	40221	37850	000042F_012	+	between_alignments	132980	170830
Chromosome18_Phase0	9226821	9226831	Assemblytics_b_878	3575	+	Insertion	-10	3565	000042F_012	+	between_alignments	173075	176640
Chromosome18_Phase0	9269384	9277955	Assemblytics_b_880	1553	+	Repeat_contraction	8571	7018	000042F_012	+	between_alignments	197334	204352
Chromosome18_Phase0	9282133	9292176	Assemblytics_b_881	248	+	Repeat_expansion	10043	10291	000042F_012	+	between_alignments	208524	218815
Chromosome18_Phase0	9299763	9299764	Assemblytics_b_882	501	+	Insertion	0	501	000042F_012	+	between_alignments	226490	226991
Chromosome18_Phase0	9318807	9348471	Assemblytics_b_883	2000	+	Repeat_contraction	29664	27664	000042F_012	+	between_alignments	246103	273767
Chromosome18_Phase0	9352353	9364807	Assemblytics_b_884	4658	+	Repeat_contraction	12454	7796	000042F_012	+	between_alignments	277656	285452
Chromosome18_Phase0	9381758	9384269	Assemblytics_b_886	1478	+	Repeat_contraction	2511	1033	000042F_012	+	between_alignments	302401	303434
Chromosome18_Phase0	9039146	9052330	Assemblytics_b_887	2714	+	Repeat_contraction	13184	10470	000042F_013	+	between_alignments	4806	15276
Chromosome18_Phase0	9024307	9033508	Assemblytics_b_888	1126	+	Repeat_contraction	9201	8075	000042F_013	+	between_alignments	20917	28992
Chromosome18_Phase0	8985916	8999898	Assemblytics_b_890	1577	+	Repeat_contraction	13982	12405	000042F_013	+	between_alignments	41557	53962
Chromosome18_Phase0	8975406	8975422	Assemblytics_b_892	194	+	Insertion	16	210	000042F_013	+	between_alignments	64386	64596
Chromosome18_Phase0	8948728	8950916	Assemblytics_b_894	619	+	Repeat_contraction	2188	1569	000042F_013	+	between_alignments	88980	90549
Chromosome18_Phase0	8937540	8941603	Assemblytics_b_895	2493	+	Repeat_contraction	4063	1570	000042F_013	+	between_alignments	97703	99273
Chromosome18_Phase0	8928693	8931342	Assemblytics_b_896	516	+	Repeat_expansion	2649	3165	000042F_013	+	between_alignments	105496	108661
Chromosome18_Phase0	8892670	8918644	Assemblytics_b_897	8035	+	Repeat_contraction	25974	17939	000042F_013	+	between_alignments	118727	136666
Chromosome18_Phase0	8886529	8886530	Assemblytics_b_898	120	+	Insertion	0	120	000042F_013	+	between_alignments	142782	142902
Chromosome18_Phase0	8877591	8879458	Assemblytics_b_899	955	+	Repeat_expansion	1867	2822	000042F_013	+	between_alignments	149974	152796
Chromosome18_Phase0	8868519	8874851	Assemblytics_b_900	244	+	Repeat_expansion	6332	6576	000042F_013	+	between_alignments	155540	162116
Chromosome18_Phase0	8856545	8862474	Assemblytics_b_901	185	+	Repeat_expansion	5929	6114	000042F_013	+	between_alignments	168194	174308
Chromosome18_Phase0	8844374	8851471	Assemblytics_b_902	1930	+	Repeat_expansion	7097	9027	000042F_013	+	between_alignments	179397	188424
Chromosome18_Phase0	8826230	8826965	Assemblytics_b_903	101	+	Repeat_expansion	735	836	000042F_013	+	between_alignments	205845	206681
Chromosome18_Phase0	8784373	8784374	Assemblytics_b_907	135	+	Insertion	1	136	000042F_013	+	between_alignments	238068	238204
Chromosome18_Phase0	8768540	8777360	Assemblytics_b_908	5529	+	Repeat_contraction	8820	3291	000042F_013	+	between_alignments	245222	248513
Chromosome18_Phase0	8765428	8765429	Assemblytics_b_909	98	+	Insertion	0	98	000042F_013	+	between_alignments	251618	251716
Chromosome18_Phase0	8758638	8762774	Assemblytics_b_910	4136	+	Deletion	4136	0	000042F_013	+	between_alignments	254372	254372
Chromosome18_Phase0	9569351	9578583	Assemblytics_b_911	2900	+	Repeat_contraction	9232	6332	000042F_015	+	between_alignments	51287	57619
Chromosome18_Phase0	9561887	9565415	Assemblytics_b_912	1070	+	Repeat_expansion	3528	4598	000042F_015	+	between_alignments	61577	66175
Chromosome18_Phase0	9552953	9560542	Assemblytics_b_913	1776	+	Repeat_contraction	7589	5813	000042F_015	+	between_alignments	67498	73311
Chromosome18_Phase0	9548400	9548567	Assemblytics_b_915	167	+	Deletion	167	0	000042F_015	+	between_alignments	77767	77767
Chromosome18_Phase0	8654735	8658665	Assemblytics_b_916	684	+	Repeat_expansion	3930	4614	000042F_016	+	between_alignments	19408	24022
Chromosome17_Phase0	2276579	2277054	Assemblytics_b_919	475	+	Deletion	475	0	000043F_002	+	between_alignments	5976	5976
