Chrm	SV_start	SV_end	ID	size	strand	type	ref_gap_size	query_gap_size	query_Chrm	query_strand	method	query_SV_start	query_SV_end
Chromosome17	9567137	9568695	Assemblytics_b_6378	4888	+	Tandem_expansion	-1558	3330	Chromosome04_Phase0	+	between_alignments	20123035	20126365
Chromosome04	17703152	17703245	Assemblytics_b_6381	123	+	Repeat_expansion	93	216	Chromosome04_Phase0	+	between_alignments	20531520	20531736
Chromosome04	17700546	17701927	Assemblytics_b_6382	1196	+	Repeat_contraction	1381	185	Chromosome04_Phase0	+	between_alignments	20532968	20533153
Chromosome04	17700546	17701927	Assemblytics_b_6386	1196	+	Repeat_contraction	1381	185	Chromosome04_Phase0	+	between_alignments	20694691	20694876
Chromosome04	17703152	17703245	Assemblytics_b_6387	120	+	Repeat_expansion	93	213	Chromosome04_Phase0	+	between_alignments	20696108	20696321
Chromosome04	17776751	17781572	Assemblytics_b_6393	235	+	Repeat_contraction	4821	4586	Chromosome04_Phase0	+	between_alignments	20756296	20760882
Chromosome04	17781542	17783912	Assemblytics_b_6395	273	+	Repeat_contraction	2370	2097	Chromosome04_Phase0	+	between_alignments	20778350	20780447
Chromosome04	19166998	19170806	Assemblytics_b_6405	70	+	Repeat_expansion	3808	3878	Chromosome04_Phase0	+	between_alignments	20971606	20975484
Chromosome04	19400718	19401200	Assemblytics_b_6413	110	+	Repeat_expansion	482	592	Chromosome04_Phase0	+	between_alignments	21068041	21068633
Chromosome04	19391241	19391919	Assemblytics_b_6414	145	+	Repeat_expansion	678	823	Chromosome04_Phase0	+	between_alignments	21077532	21078355
Chromosome04	19400718	19401200	Assemblytics_b_6417	111	+	Repeat_expansion	482	593	Chromosome04_Phase0	+	between_alignments	21171808	21172401
Chromosome04	19539541	19539617	Assemblytics_b_6426	77	+	Tandem_expansion	-76	1	Chromosome04_Phase0	+	between_alignments	21331128	21331129
Chromosome04	19546516	19546943	Assemblytics_b_6427	76	+	Repeat_expansion	427	503	Chromosome04_Phase0	+	between_alignments	21338105	21338608
Chromosome04	19400718	19401200	Assemblytics_b_6428	110	+	Repeat_expansion	482	592	Chromosome04_Phase0	+	between_alignments	21348236	21348828
Chromosome04	19411808	19412435	Assemblytics_b_6430	399	+	Repeat_contraction	627	228	Chromosome04_Phase0	+	between_alignments	21359298	21359526
Chromosome04	19414349	19416538	Assemblytics_b_6431	1209	+	Repeat_expansion	2189	3398	Chromosome04_Phase0	+	between_alignments	21361438	21364836
Chromosome04	19533877	19534729	Assemblytics_b_6436	486	+	Repeat_contraction	852	366	Chromosome04_Phase0	+	between_alignments	21444653	21445019
Chromosome04	19535937	19535938	Assemblytics_b_6437	173	+	Insertion	0	173	Chromosome04_Phase0	+	between_alignments	21446227	21446400
Chromosome04	18275615	18275726	Assemblytics_b_6441	257	+	Repeat_expansion	111	368	Chromosome04_Phase0	+	between_alignments	21482330	21482698
Chromosome04	18296016	18300610	Assemblytics_b_6449	4553	+	Deletion	4594	41	Chromosome04_Phase0	+	between_alignments	21742955	21742996
Chromosome04	18303914	18306856	Assemblytics_b_6451	8536	+	Tandem_expansion	-2942	5594	Chromosome04_Phase0	+	between_alignments	21776860	21782454
Chromosome04	18399507	18404224	Assemblytics_b_6459	762	+	Repeat_expansion	4717	5479	Chromosome04_Phase0	+	between_alignments	21900596	21906075
Chromosome04	18535837	18548167	Assemblytics_b_6468	1158	+	Repeat_contraction	12330	11172	Chromosome04_Phase0	+	between_alignments	22074362	22085534
Chromosome04	18550357	18570267	Assemblytics_b_6469	8237	+	Repeat_expansion	19910	28147	Chromosome04_Phase0	+	between_alignments	22087685	22115832
Chromosome04	2157522	2168735	Assemblytics_b_6479	169	+	Repeat_contraction	11213	11044	Chromosome04_Phase0	+	between_alignments	2300036	2311080
Chromosome04	2171520	2173690	Assemblytics_b_6480	1240	+	Repeat_expansion	2170	3410	Chromosome04_Phase0	+	between_alignments	2313803	2317213
Chromosome04	2175173	2177542	Assemblytics_b_6481	718	+	Repeat_contraction	2369	1651	Chromosome04_Phase0	+	between_alignments	2318711	2320362
Chromosome04	2181948	2184069	Assemblytics_b_6482	548	+	Repeat_contraction	2121	1573	Chromosome04_Phase0	+	between_alignments	2324766	2326339
Chromosome04	2196075	2199497	Assemblytics_b_6483	560	+	Repeat_expansion	3422	3982	Chromosome04_Phase0	+	between_alignments	2338243	2342225
Chromosome04	2236697	2239176	Assemblytics_b_6487	134	+	Repeat_contraction	2479	2345	Chromosome04_Phase0	+	between_alignments	2391277	2393622
Chromosome04	2259692	2263431	Assemblytics_b_6489	348	+	Repeat_expansion	3739	4087	Chromosome04_Phase0	+	between_alignments	2414313	2418400
Chromosome04	2293342	2294300	Assemblytics_b_6494	66	+	Repeat_expansion	958	1024	Chromosome04_Phase0	+	between_alignments	2446105	2447129
Chromosome04	2301414	2304118	Assemblytics_b_6496	138	+	Repeat_contraction	2704	2566	Chromosome04_Phase0	+	between_alignments	2454254	2456820
Chromosome04	2305718	2305719	Assemblytics_b_6497	113	+	Insertion	0	113	Chromosome04_Phase0	+	between_alignments	2458425	2458538
Chromosome04	2324030	2324852	Assemblytics_b_6499	822	+	Deletion	822	0	Chromosome04_Phase0	+	between_alignments	2476510	2476510
Chromosome04	2338202	2341657	Assemblytics_b_6502	341	+	Repeat_expansion	3455	3796	Chromosome04_Phase0	+	between_alignments	2505261	2509057
Chromosome04	2348561	2350533	Assemblytics_b_6503	266	+	Repeat_contraction	1972	1706	Chromosome04_Phase0	+	between_alignments	2515948	2517654
Chromosome04	2360370	2364112	Assemblytics_b_6504	738	+	Repeat_expansion	3742	4480	Chromosome04_Phase0	+	between_alignments	2527496	2531976
Chromosome04	2417889	2417891	Assemblytics_b_6509	241	+	Insertion	2	243	Chromosome04_Phase0	+	between_alignments	2578511	2578754
Chromosome04	2420534	2425629	Assemblytics_b_6510	556	+	Repeat_expansion	5095	5651	Chromosome04_Phase0	+	between_alignments	2581408	2587059
Chromosome04	2428877	2429612	Assemblytics_b_6511	1432	+	Repeat_expansion	735	2167	Chromosome04_Phase0	+	between_alignments	2590342	2592509
Chromosome04	2435404	2440169	Assemblytics_b_6512	1372	+	Repeat_contraction	4765	3393	Chromosome04_Phase0	+	between_alignments	2598341	2601734
Chromosome04	2457758	2461863	Assemblytics_b_6514	5349	+	Repeat_expansion	4105	9454	Chromosome04_Phase0	+	between_alignments	2629398	2638852
Chromosome04	2473113	2475594	Assemblytics_b_6515	6863	+	Repeat_expansion	2481	9344	Chromosome04_Phase0	+	between_alignments	2650075	2659419
Chromosome04	2478497	2478512	Assemblytics_b_6516	169	+	Insertion	15	184	Chromosome04_Phase0	+	between_alignments	2662303	2662487
Chromosome04	2488322	2490389	Assemblytics_b_6519	1201	+	Repeat_contraction	2067	866	Chromosome04_Phase0	+	between_alignments	2672243	2673109
Chromosome04	2492737	2495280	Assemblytics_b_6520	94	+	Repeat_expansion	2543	2637	Chromosome04_Phase0	+	between_alignments	2675486	2678123
Chromosome04	2501892	2505654	Assemblytics_b_6521	518	+	Repeat_contraction	3762	3244	Chromosome04_Phase0	+	between_alignments	2684699	2687943
Chromosome04	2508229	2513797	Assemblytics_b_6522	4721	+	Repeat_contraction	5568	847	Chromosome04_Phase0	+	between_alignments	2690525	2691372
Chromosome04	2524833	2525153	Assemblytics_b_6523	71	+	Repeat_expansion	320	391	Chromosome04_Phase0	+	between_alignments	2702271	2702662
Chromosome04	2526704	2529525	Assemblytics_b_6524	339	+	Repeat_contraction	2821	2482	Chromosome04_Phase0	+	between_alignments	2704239	2706721
Chromosome04	2553355	2553378	Assemblytics_b_6527	423	+	Insertion	23	446	Chromosome04_Phase0	+	between_alignments	2729380	2729826
Chromosome04	2556451	2560222	Assemblytics_b_6528	503	+	Repeat_contraction	3771	3268	Chromosome04_Phase0	+	between_alignments	2732900	2736168
Chromosome04	18695221	18704787	Assemblytics_b_6535	58	+	Repeat_contraction	9566	9508	Chromosome04_Phase0	+	between_alignments	22412474	22421982
Chromosome11	2039981	2043093	Assemblytics_b_6538	910	+	Repeat_contraction	3112	2202	Chromosome04_Phase0	+	between_alignments	22612208	22614410
Chromosome04	19839229	19842881	Assemblytics_b_6540	403	+	Repeat_expansion	3652	4055	Chromosome04_Phase0	+	between_alignments	22641749	22645804
Chromosome04	19850223	19850299	Assemblytics_b_6542	77	+	Tandem_expansion	-76	1	Chromosome04_Phase0	+	between_alignments	22653272	22653273
Chromosome04	19944705	19944842	Assemblytics_b_6547	127	+	Deletion	137	10	Chromosome04_Phase0	+	between_alignments	22747630	22747640
Chromosome04	19948967	19952428	Assemblytics_b_6548	428	+	Repeat_contraction	3461	3033	Chromosome04_Phase0	+	between_alignments	22751767	22754800
Chromosome04	19954184	19955058	Assemblytics_b_6549	121	+	Repeat_expansion	874	995	Chromosome04_Phase0	+	between_alignments	22756549	22757544
Chromosome04	19958857	19958860	Assemblytics_b_6550	439	+	Insertion	3	442	Chromosome04_Phase0	+	between_alignments	22761336	22761778
Chromosome04	19963642	19963643	Assemblytics_b_6551	896	+	Insertion	1	897	Chromosome04_Phase0	+	between_alignments	22766522	22767419
Chromosome04	19974991	19975152	Assemblytics_b_6553	197	+	Tandem_expansion	-161	36	Chromosome04_Phase0	+	between_alignments	22778899	22778935
Chromosome04	19979134	19981130	Assemblytics_b_6554	444	+	Repeat_contraction	1996	1552	Chromosome04_Phase0	+	between_alignments	22783085	22784637
Chromosome04	19983838	19987527	Assemblytics_b_6555	5694	+	Repeat_expansion	3689	9383	Chromosome04_Phase0	+	between_alignments	22787352	22796735
Chromosome04	20066316	20066588	Assemblytics_b_6560	183	+	Repeat_contraction	272	89	Chromosome04_Phase0	+	between_alignments	22906842	22906931
Chromosome04	20071336	20073163	Assemblytics_b_6561	891	+	Repeat_contraction	1827	936	Chromosome04_Phase0	+	between_alignments	22911669	22912605
Chromosome04	20092856	20095301	Assemblytics_b_6563	1139	+	Repeat_contraction	2445	1306	Chromosome04_Phase0	+	between_alignments	22932199	22933505
Chromosome04	20158204	20158727	Assemblytics_b_6566	1183	+	Tandem_expansion	-523	660	Chromosome04_Phase0	+	between_alignments	22996235	22996895
Chromosome04	20316607	20317025	Assemblytics_b_6580	504	+	Repeat_expansion	418	922	Chromosome04_Phase0	+	between_alignments	23249120	23250042
Chromosome04	20323380	20323748	Assemblytics_b_6581	128	+	Repeat_expansion	368	496	Chromosome04_Phase0	+	between_alignments	23256437	23256933
Chromosome04	20429547	20436231	Assemblytics_b_6585	753	+	Repeat_contraction	6684	5931	Chromosome04_Phase0	+	between_alignments	23362156	23368087
Chromosome04	21356634	21356832	Assemblytics_b_6586	136	+	Repeat_contraction	198	62	Chromosome04_Phase0	+	between_alignments	23401043	23401105
Chromosome04	21352089	21352623	Assemblytics_b_6595	2211	+	Tandem_expansion	-534	1677	Chromosome04_Phase0	+	between_alignments	23506083	23507760
Chromosome04	21225863	21226358	Assemblytics_b_6600	487	+	Repeat_expansion	495	982	Chromosome04_Phase0	+	between_alignments	23615993	23616975
Chromosome04	21141895	21141902	Assemblytics_b_6606	1202	+	Insertion	7	1209	Chromosome04_Phase0	+	between_alignments	23723194	23724403
Chromosome04	21135641	21135642	Assemblytics_b_6607	2245	+	Insertion	0	2245	Chromosome04_Phase0	+	between_alignments	23730677	23732922
Chromosome04	21031220	21031383	Assemblytics_b_6617	163	+	Deletion	163	0	Chromosome04_Phase0	+	between_alignments	23829109	23829109
Chromosome04	21541734	21542872	Assemblytics_b_6623	1079	+	Repeat_contraction	1138	59	Chromosome04_Phase0	+	between_alignments	23896661	23896720
Chromosome04	21520283	21532780	Assemblytics_b_6624	1928	+	Repeat_expansion	12497	14425	Chromosome04_Phase0	+	between_alignments	23905646	23920071
Chromosome04	21511807	21514523	Assemblytics_b_6625	493	+	Repeat_expansion	2716	3209	Chromosome04_Phase0	+	between_alignments	23925845	23929054
Chromosome04	21471859	21472245	Assemblytics_b_6627	386	+	Deletion	386	0	Chromosome04_Phase0	+	between_alignments	23941327	23941327
Chromosome04	21467052	21467054	Assemblytics_b_6628	111	+	Insertion	2	113	Chromosome04_Phase0	+	between_alignments	23946094	23946207
Chromosome04	21444247	21445157	Assemblytics_b_6634	94	+	Repeat_expansion	910	1004	Chromosome04_Phase0	+	between_alignments	23989866	23990870
Chromosome04	20829919	20832588	Assemblytics_b_6637	5828	+	Repeat_expansion	2669	8497	Chromosome04_Phase0	+	between_alignments	24007525	24016022
Chromosome04	20837637	20842100	Assemblytics_b_6638	498	+	Repeat_contraction	4463	3965	Chromosome04_Phase0	+	between_alignments	24021107	24025072
Chromosome04	20844179	20854500	Assemblytics_b_6639	5361	+	Repeat_contraction	10321	4960	Chromosome04_Phase0	+	between_alignments	24027148	24032108
Chromosome04	20855131	20856602	Assemblytics_b_6640	717	+	Repeat_expansion	1471	2188	Chromosome04_Phase0	+	between_alignments	24032739	24034927
Chromosome04	21577735	21584917	Assemblytics_b_6645	1259	+	Repeat_expansion	7182	8441	Chromosome04_Phase0	+	between_alignments	24130781	24139222
Chromosome04	21644897	21646023	Assemblytics_b_6646	4650	+	Repeat_expansion	1126	5776	Chromosome04_Phase0	+	between_alignments	24199051	24204827
Chromosome04	21659501	21659503	Assemblytics_b_6647	1374	+	Insertion	-2	1372	Chromosome04_Phase0	+	between_alignments	24218259	24219631
Chromosome04	21660588	21660796	Assemblytics_b_6648	209	+	Tandem_expansion	-208	1	Chromosome04_Phase0	+	between_alignments	24220932	24220933
Chromosome04	21669747	21669748	Assemblytics_b_6651	999	+	Insertion	0	999	Chromosome04_Phase0	+	between_alignments	24243711	24244710
Chromosome04	21742696	21754232	Assemblytics_b_6658	2056	+	Repeat_contraction	11536	9480	Chromosome04_Phase0	+	between_alignments	24344717	24354197
Chromosome04	21756992	21761197	Assemblytics_b_6659	463	+	Repeat_contraction	4205	3742	Chromosome04_Phase0	+	between_alignments	24356960	24360702
Chromosome04	22337533	22337535	Assemblytics_b_6687	480	+	Insertion	2	482	Chromosome04_Phase0	+	between_alignments	25002313	25002795
Chromosome01	14321490	14324201	Assemblytics_b_6706	7707	+	Tandem_expansion	-2711	4996	Chromosome04_Phase0	+	between_alignments	25127006	25132002
Chromosome04	22671524	22671525	Assemblytics_b_6745	94	+	Insertion	0	94	Chromosome04_Phase0	+	between_alignments	26019024	26019118
Chromosome04	22647662	22647805	Assemblytics_b_6749	143	+	Deletion	143	0	Chromosome04_Phase0	+	between_alignments	26044691	26044691
Chromosome04	22810228	22810229	Assemblytics_b_6769	110	+	Insertion	0	110	Chromosome04_Phase0	+	between_alignments	26221273	26221383
Chromosome04	22846136	22846138	Assemblytics_b_6772	211	+	Insertion	2	213	Chromosome04_Phase0	+	between_alignments	26244070	26244283
Chromosome04	23022406	23022407	Assemblytics_b_6795	132	+	Insertion	1	133	Chromosome04_Phase0	+	between_alignments	26460116	26460249
Chromosome04	23169463	23171656	Assemblytics_b_6813	375	+	Repeat_contraction	2193	1818	Chromosome04_Phase0	+	between_alignments	26610895	26612713
Chromosome04	23177729	23179921	Assemblytics_b_6814	416	+	Repeat_contraction	2192	1776	Chromosome04_Phase0	+	between_alignments	26618784	26620560
Chromosome04	23200206	23207072	Assemblytics_b_6816	6862	+	Deletion	6866	4	Chromosome04_Phase0	+	between_alignments	26639326	26639330
Chromosome04	23221688	23221689	Assemblytics_b_6817	967	+	Insertion	0	967	Chromosome04_Phase0	+	between_alignments	26653993	26654960
Chromosome04	23235070	23237483	Assemblytics_b_6818	970	+	Repeat_contraction	2413	1443	Chromosome04_Phase0	+	between_alignments	26668265	26669708
Chromosome04	23239523	23240689	Assemblytics_b_6819	3132	+	Tandem_expansion	-1166	1966	Chromosome04_Phase0	+	between_alignments	26672860	26674826
Chromosome04	23286339	23286340	Assemblytics_b_6823	1302	+	Insertion	0	1302	Chromosome04_Phase0	+	between_alignments	26707659	26708961
Chromosome04	23293172	23294693	Assemblytics_b_6824	612	+	Repeat_contraction	1521	909	Chromosome04_Phase0	+	between_alignments	26715800	26716709
Chromosome04	23302834	23303545	Assemblytics_b_6825	1099	+	Repeat_expansion	711	1810	Chromosome04_Phase0	+	between_alignments	26724930	26726740
Chromosome04	23313481	23313493	Assemblytics_b_6826	357	+	Insertion	12	369	Chromosome04_Phase0	+	between_alignments	26736661	26737030
Chromosome04	23323610	23323985	Assemblytics_b_6828	373	+	Deletion	375	2	Chromosome04_Phase0	+	between_alignments	26747240	26747242
Chromosome04	23338668	23343343	Assemblytics_b_6829	2373	+	Repeat_expansion	4675	7048	Chromosome04_Phase0	+	between_alignments	26761840	26768888
Chromosome04	23416868	23417640	Assemblytics_b_6831	435	+	Repeat_contraction	772	337	Chromosome04_Phase0	+	between_alignments	26781497	26781834
Chromosome04	23392184	23392766	Assemblytics_b_6834	535	+	Repeat_expansion	582	1117	Chromosome04_Phase0	+	between_alignments	26798700	26799817
Chromosome04	23382034	23383263	Assemblytics_b_6838	696	+	Repeat_expansion	1229	1925	Chromosome04_Phase0	+	between_alignments	26822540	26824465
Chromosome04	23378315	23378317	Assemblytics_b_6839	832	+	Insertion	-2	830	Chromosome04_Phase0	+	between_alignments	26828209	26829039
Chromosome04	23370725	23371180	Assemblytics_b_6840	1926	+	Repeat_expansion	455	2381	Chromosome04_Phase0	+	between_alignments	26836160	26838541
Chromosome04	23361000	23366739	Assemblytics_b_6841	1721	+	Repeat_contraction	5739	4018	Chromosome04_Phase0	+	between_alignments	26842500	26846518
Chromosome04	23357648	23358347	Assemblytics_b_6842	443	+	Repeat_expansion	699	1142	Chromosome04_Phase0	+	between_alignments	26849160	26850302
Chromosome02	13443672	13443673	Assemblytics_b_6844	1450	+	Insertion	0	1450	Chromosome04_Phase0	+	between_alignments	26868524	26869974
Chromosome04	23429447	23429588	Assemblytics_b_6845	453	+	Repeat_expansion	141	594	Chromosome04_Phase0	+	between_alignments	26883155	26883749
Chromosome04	23445877	23446829	Assemblytics_b_6846	738	+	Repeat_expansion	952	1690	Chromosome04_Phase0	+	between_alignments	26900041	26901731
Chromosome04	23464178	23464373	Assemblytics_b_6847	140	+	Repeat_expansion	195	335	Chromosome04_Phase0	+	between_alignments	26919063	26919398
Chromosome04	23519143	23525644	Assemblytics_b_6850	862	+	Repeat_contraction	6501	5639	Chromosome04_Phase0	+	between_alignments	26947262	26952901
Chromosome04	23527170	23529621	Assemblytics_b_6851	1868	+	Repeat_expansion	2451	4319	Chromosome04_Phase0	+	between_alignments	26954428	26958747
Chromosome04	23581326	23590193	Assemblytics_b_6854	8500	+	Repeat_expansion	8867	17367	Chromosome04_Phase0	+	between_alignments	26999655	27017022
Chromosome04	23625153	23625260	Assemblytics_b_6857	107	+	Deletion	107	0	Chromosome04_Phase0	+	between_alignments	27087890	27087890
Chromosome04	23629748	23630650	Assemblytics_b_6858	106	+	Repeat_contraction	902	796	Chromosome04_Phase0	+	between_alignments	27092376	27093172
Chromosome04	23642190	23645368	Assemblytics_b_6859	122	+	Repeat_contraction	3178	3056	Chromosome04_Phase0	+	between_alignments	27104663	27107719
Chromosome04	23672000	23680039	Assemblytics_b_6861	2937	+	Repeat_expansion	8039	10976	Chromosome04_Phase0	+	between_alignments	27134051	27145027
Chromosome04	23713320	23718080	Assemblytics_b_6864	275	+	Repeat_expansion	4760	5035	Chromosome04_Phase0	+	between_alignments	27188638	27193673
Chromosome04	23711594	23711782	Assemblytics_b_6865	87	+	Repeat_contraction	188	101	Chromosome04_Phase0	+	between_alignments	27195194	27195295
Chromosome04	23707383	23707502	Assemblytics_b_6866	119	+	Deletion	119	0	Chromosome04_Phase0	+	between_alignments	27199361	27199361
Chromosome04	23905843	23905844	Assemblytics_b_6874	1067	+	Insertion	0	1067	Chromosome04_Phase0	+	between_alignments	27435896	27436963
Chromosome04	23995175	23995176	Assemblytics_b_6878	293	+	Insertion	0	293	Chromosome04_Phase0	+	between_alignments	27531670	27531963
Chromosome04	23996926	23996957	Assemblytics_b_6879	219	+	Insertion	31	250	Chromosome04_Phase0	+	between_alignments	27533713	27533963
Chromosome04	24004800	24004821	Assemblytics_b_6880	107	+	Insertion	21	128	Chromosome04_Phase0	+	between_alignments	27541787	27541915
Chromosome04	24022181	24022776	Assemblytics_b_6881	584	+	Repeat_expansion	595	1179	Chromosome04_Phase0	+	between_alignments	27559245	27560424
Chromosome04	24203148	24223567	Assemblytics_b_6891	1441	+	Repeat_expansion	20419	21860	Chromosome04_Phase0	+	between_alignments	27841602	27863462
Chromosome04	24228023	24250277	Assemblytics_b_6893	2821	+	Repeat_expansion	22254	25075	Chromosome04_Phase0	+	between_alignments	27884785	27909860
Chromosome04	24259400	24261223	Assemblytics_b_6894	2995	+	Repeat_expansion	1823	4818	Chromosome04_Phase0	+	between_alignments	27918990	27923808
Chromosome04	24262733	24267106	Assemblytics_b_6895	4832	+	Repeat_expansion	4373	9205	Chromosome04_Phase0	+	between_alignments	27925314	27934519
Chromosome04	24290229	24306999	Assemblytics_b_6897	946	+	Repeat_expansion	16770	17716	Chromosome04_Phase0	+	between_alignments	27957364	27975080
Chromosome04	24317210	24317975	Assemblytics_b_6898	65	+	Repeat_expansion	765	830	Chromosome04_Phase0	+	between_alignments	27985279	27986109
Chromosome04	24320965	24321968	Assemblytics_b_6899	73	+	Repeat_expansion	1003	1076	Chromosome04_Phase0	+	between_alignments	27989112	27990188
Chromosome04	24340968	24340971	Assemblytics_b_6900	100	+	Insertion	-3	97	Chromosome04_Phase0	+	between_alignments	28009201	28009298
Chromosome04	24342669	24343127	Assemblytics_b_6901	567	+	Repeat_expansion	458	1025	Chromosome04_Phase0	+	between_alignments	28011020	28012045
Chromosome04	24357986	24358088	Assemblytics_b_6902	102	+	Deletion	102	0	Chromosome04_Phase0	+	between_alignments	28026910	28026910
Chromosome04	24360819	24360908	Assemblytics_b_6903	281	+	Repeat_expansion	89	370	Chromosome04_Phase0	+	between_alignments	28029618	28029988
Chromosome04	24373518	24373776	Assemblytics_b_6904	50	+	Repeat_expansion	258	308	Chromosome04_Phase0	+	between_alignments	28042607	28042915
Chromosome04	24377810	24382179	Assemblytics_b_6905	652	+	Repeat_contraction	4369	3717	Chromosome04_Phase0	+	between_alignments	28046975	28050692
Chromosome04	24419679	24425923	Assemblytics_b_6908	2942	+	Repeat_expansion	6244	9186	Chromosome04_Phase0	+	between_alignments	28081731	28090917
Chromosome04	24433953	24441599	Assemblytics_b_6909	4588	+	Repeat_contraction	7646	3058	Chromosome04_Phase0	+	between_alignments	28098964	28102022
Chromosome04	24446497	24457101	Assemblytics_b_6910	1967	+	Repeat_contraction	10604	8637	Chromosome04_Phase0	+	between_alignments	28106967	28115604
Chromosome04	24458928	24459463	Assemblytics_b_6911	427	+	Repeat_contraction	535	108	Chromosome04_Phase0	+	between_alignments	28117417	28117525
Chromosome04	24506820	24507958	Assemblytics_b_6922	684	+	Tandem_expansion	-1138	-454	Chromosome04_Phase0	-	between_alignments	28305754	28306208
Chromosome04	25126328	25126330	Assemblytics_b_6924	295	+	Insertion	2	297	Chromosome04_Phase0	+	between_alignments	28523057	28523354
Chromosome04	25120282	25123408	Assemblytics_b_6925	738	+	Repeat_expansion	3126	3864	Chromosome04_Phase0	+	between_alignments	28526253	28530117
Chromosome04	25027566	25032188	Assemblytics_b_6930	2629	+	Repeat_expansion	4622	7251	Chromosome04_Phase0	+	between_alignments	28589227	28596478
Chromosome04	2708506	2726254	Assemblytics_b_6931	227	+	Repeat_expansion	17748	17975	Chromosome04_Phase0	+	between_alignments	2885007	2902982
Chromosome04	2738158	2738282	Assemblytics_b_6933	124	+	Deletion	124	0	Chromosome04_Phase0	+	between_alignments	2915631	2915631
Chromosome04	2805309	2816618	Assemblytics_b_6937	3351	+	Repeat_contraction	11309	7958	Chromosome04_Phase0	+	between_alignments	2982653	2990611
Chromosome04	2822583	2826976	Assemblytics_b_6938	9188	+	Repeat_expansion	4393	13581	Chromosome04_Phase0	+	between_alignments	2996565	3010146
Chromosome04	2828449	2828789	Assemblytics_b_6939	54	+	Repeat_expansion	340	394	Chromosome04_Phase0	+	between_alignments	3011605	3011999
Chromosome04	2852985	2856238	Assemblytics_b_6942	90	+	Repeat_contraction	3253	3163	Chromosome04_Phase0	+	between_alignments	3052832	3055995
Chromosome04	2864642	2866862	Assemblytics_b_6944	310	+	Repeat_contraction	2220	1910	Chromosome04_Phase0	+	between_alignments	3064408	3066318
Chromosome04	2998632	2999475	Assemblytics_b_6951	4543	+	Repeat_expansion	843	5386	Chromosome04_Phase0	+	between_alignments	3200292	3205678
Chromosome16	24245289	24247806	Assemblytics_b_6954	4615	+	Tandem_expansion	-2517	2098	Chromosome04_Phase0	+	between_alignments	3280583	3282681
Chromosome04	3258865	3261838	Assemblytics_b_6965	1038	+	Repeat_contraction	2973	1935	Chromosome04_Phase0	+	between_alignments	3483490	3485425
Chromosome04	24611396	24612570	Assemblytics_b_6975	1175	+	Tandem_expansion	-1174	1	Chromosome04_Phase0	+	between_alignments	28750627	28750628
Chromosome04	24903225	24904228	Assemblytics_b_6986	167	+	Repeat_expansion	1003	1170	Chromosome04_Phase0	+	between_alignments	29034826	29035996
Chromosome04	25148246	25157994	Assemblytics_b_6989	3622	+	Repeat_contraction	9748	6126	Chromosome04_Phase0	+	between_alignments	29149573	29155699
Chromosome04	25225175	25239773	Assemblytics_b_6993	6346	+	Repeat_expansion	14598	20944	Chromosome04_Phase0	+	between_alignments	29198765	29219709
Chromosome04	25242478	25244859	Assemblytics_b_6994	94	+	Repeat_contraction	2381	2287	Chromosome04_Phase0	+	between_alignments	29222423	29224710
Chromosome04	25250052	25265564	Assemblytics_b_6995	1386	+	Repeat_contraction	15512	14126	Chromosome04_Phase0	+	between_alignments	29229901	29244027
Chromosome04	25303233	25304387	Assemblytics_b_6997	327	+	Repeat_contraction	1154	827	Chromosome04_Phase0	+	between_alignments	29291767	29292594
Chromosome04	25311015	25311045	Assemblytics_b_6998	460	+	Insertion	30	490	Chromosome04_Phase0	+	between_alignments	29299185	29299675
Chromosome04	25324077	25324081	Assemblytics_b_6999	1856	+	Insertion	-4	1852	Chromosome04_Phase0	+	between_alignments	29312710	29314562
Chromosome04	25326064	25337452	Assemblytics_b_7000	737	+	Repeat_contraction	11388	10651	Chromosome04_Phase0	+	between_alignments	29316537	29327188
Chromosome04	25361065	25361567	Assemblytics_b_7001	331	+	Repeat_contraction	502	171	Chromosome04_Phase0	+	between_alignments	29350837	29351008
Chromosome04	25369101	25378798	Assemblytics_b_7002	4469	+	Repeat_contraction	9697	5228	Chromosome04_Phase0	+	between_alignments	29358590	29363818
Chromosome04	25392915	25399712	Assemblytics_b_7003	1971	+	Repeat_expansion	6797	8768	Chromosome04_Phase0	+	between_alignments	29378025	29386793
Chromosome04	25410767	25419478	Assemblytics_b_7004	1951	+	Repeat_contraction	8711	6760	Chromosome04_Phase0	+	between_alignments	29397767	29404527
Chromosome04	25454435	25454790	Assemblytics_b_7006	702	+	Repeat_expansion	355	1057	Chromosome04_Phase0	+	between_alignments	29425717	29426774
Chromosome04	25495480	25500867	Assemblytics_b_7018	3958	+	Repeat_contraction	5387	1429	Chromosome04_Phase0	+	between_alignments	29631024	29632453
Chromosome04	25480847	25481252	Assemblytics_b_7021	389	+	Deletion	405	16	Chromosome04_Phase0	+	between_alignments	29679104	29679120
Chromosome04	25482596	25483188	Assemblytics_b_7022	170	+	Repeat_expansion	592	762	Chromosome04_Phase0	+	between_alignments	29680489	29681251
Chromosome04	25500285	25500867	Assemblytics_b_7024	145	+	Repeat_contraction	582	437	Chromosome04_Phase0	+	between_alignments	29697193	29697630
Chromosome04	25937234	25949410	Assemblytics_b_7032	3196	+	Repeat_contraction	12176	8980	Chromosome04_Phase0	+	between_alignments	29976464	29985444
